entity_id,parent_id,address_type,firstname,lastname,street,city,country_id,telephone,postcode,is_active
90,45,shipping,Trang,Trần,22 Trần Hưng Đạo,Hà Nội,VN,0926346149,701254,1
91,46,billing,Thảo,Phạm,45 Đinh Tiên Hoàng,TP HCM,VN,0916216994,637836,1
92,46,shipping,Thảo,Phạm,78 Lê Lợi,TP HCM,VN,0919200130,838819,1
93,47,billing,Minh,Trần,45 Đinh Tiên Hoàng,TP HCM,VN,0929030131,255109,1
94,47,shipping,Minh,Trần,123 Nguyễn Huệ,TP HCM,VN,0941839367,868581,1
95,48,billing,Phương,Trần,99 Hai Bà Trưng,Hà Nội,VN,0976280111,817883,1
96,48,shipping,Phương,Trần,22 Trần Hưng Đạo,Hà Nội,VN,0970596878,317635,1
97,49,billing,Bình,Vũ,99 Hai Bà Trưng,Hà Nội,VN,0950598868,243877,1
98,49,shipping,Bình,Vũ,99 Hai Bà Trưng,Hà Nội,VN,0918843667,633604,1
99,50,billing,Anh,Hoàng,78 Lê Lợi,Hà Nội,VN,0961054950,900149,1
100,50,shipping,Anh,Hoàng,123 Nguyễn Huệ,Hà Nội,VN,0929116780,245060,1
101,51,billing,Thảo,Phạm,45 Đinh Tiên Hoàng,Đà Nẵng,VN,0987656382,213817,1
102,51,shipping,Thảo,Phạm,99 Hai Bà Trưng,Đà Nẵng,VN,0928165342,413774,1
103,52,billing,Tuấn,Hoàng,78 Lê Lợi,Hà Nội,VN,0922984937,878106,1
104,52,shipping,Tuấn,Hoàng,78 Lê Lợi,Hà Nội,VN,0914539891,877158,1
105,53,billing,Yến,Bùi,22 Trần Hưng Đạo,TP HCM,VN,0959455989,345916,1
106,53,shipping,Yến,Bùi,78 Lê Lợi,TP HCM,VN,0915604558,273538,1
107,54,billing,Minh,Đỗ,99 Hai Bà Trưng,TP HCM,VN,0934283918,511806,1
108,54,shipping,Minh,Đỗ,22 Trần Hưng Đạo,TP HCM,VN,0976594908,991062,1
109,55,billing,Quang,Phan,45 Đinh Tiên Hoàng,TP HCM,VN,0924171269,543514,1
110,55,shipping,Quang,Phan,22 Trần Hưng Đạo,TP HCM,VN,0981489543,959063,1
111,56,billing,Hải,Trần,78 Lê Lợi,TP HCM,VN,0913759137,421803,1
112,56,shipping,Hải,Trần,45 Đinh Tiên Hoàng,TP HCM,VN,0976418647,898051,1
113,57,billing,Thu,Hồ,78 Lê Lợi,Hà Nội,VN,0948295370,350458,1
114,57,shipping,Thu,Hồ,123 Nguyễn Huệ,Hà Nội,VN,0990276947,567287,1
115,58,billing,Thành,Hoàng,78 Lê Lợi,TP HCM,VN,0944749618,242338,1
116,58,shipping,Thành,Hoàng,45 Đinh Tiên Hoàng,TP HCM,VN,0987927756,575727,1
117,59,billing,Trang,Bùi,45 Đinh Tiên Hoàng,TP HCM,VN,0978883432,109133,1
118,59,shipping,Trang,Bùi,123 Nguyễn Huệ,TP HCM,VN,0985097186,618085,1
119,60,billing,Việt,Hoàng,123 Nguyễn Huệ,TP HCM,VN,0955591424,871661,1
120,60,shipping,Việt,Hoàng,45 Đinh Tiên Hoàng,TP HCM,VN,0978653757,367145,1
121,61,billing,Yến,Đặng,78 Lê Lợi,TP HCM,VN,0941416338,791230,1
122,61,shipping,Yến,Đặng,123 Nguyễn Huệ,TP HCM,VN,0925660073,473727,1
123,62,billing,Hằng,Dương,99 Hai Bà Trưng,Hà Nội,VN,0970968695,144756,1
124,62,shipping,Hằng,Dương,22 Trần Hưng Đạo,Hà Nội,VN,0990497365,182704,1
125,63,billing,Yến,Lê,78 Lê Lợi,Bình Dương,VN,0984108889,835178,1
126,63,shipping,Yến,Lê,123 Nguyễn Huệ,Bình Dương,VN,0935297516,731924,1
127,64,billing,Việt,Đặng,99 Hai Bà Trưng,TP HCM,VN,0931906525,708931,1
128,64,shipping,Việt,Đặng,99 Hai Bà Trưng,TP HCM,VN,0920016954,759264,1
129,65,billing,Phương,Nguyễn,123 Nguyễn Huệ,Hà Nội,VN,0979094643,513623,1
130,65,shipping,Phương,Nguyễn,123 Nguyễn Huệ,Hà Nội,VN,0950693991,381656,1
131,66,billing,Khánh,Lê,123 Nguyễn Huệ,Đồng Nai,VN,0956462427,718103,1
132,66,shipping,Khánh,Lê,45 Đinh Tiên Hoàng,Đồng Nai,VN,0980820254,444514,1
133,67,billing,Ngọc,Hồ,123 Nguyễn Huệ,Hà Nội,VN,0989377262,663789,1
134,67,shipping,Ngọc,Hồ,123 Nguyễn Huệ,Hà Nội,VN,0980221579,170862,1
135,68,billing,Ánh,Hoàng,78 Lê Lợi,Đồng Nai,VN,0988490105,495483,1
136,68,shipping,Ánh,Hoàng,99 Hai Bà Trưng,Đồng Nai,VN,0965709614,383949,1
137,69,billing,Thảo,Ngô,78 Lê Lợi,Bình Dương,VN,0938421187,352353,1
138,69,shipping,Thảo,Ngô,22 Trần Hưng Đạo,Bình Dương,VN,0922821228,865232,1
139,70,billing,Hà,Nguyễn,78 Lê Lợi,Hà Nội,VN,0988916494,592606,1
140,70,shipping,Hà,Nguyễn,78 Lê Lợi,Hà Nội,VN,0940841393,340521,1
141,71,billing,Ngọc,Đỗ,45 Đinh Tiên Hoàng,Hà Nội,VN,0950012909,318004,1
142,71,shipping,Ngọc,Đỗ,78 Lê Lợi,Hà Nội,VN,0919517754,230223,1
143,72,billing,Nga,Đỗ,99 Hai Bà Trưng,Hà Nội,VN,0933878083,767840,1
144,72,shipping,Nga,Đỗ,78 Lê Lợi,Hà Nội,VN,0996445024,207522,1
145,73,billing,Thảo,Bùi,78 Lê Lợi,Hà Nội,VN,0981644764,518847,1
146,73,shipping,Thảo,Bùi,78 Lê Lợi,Hà Nội,VN,0913680680,931090,1
147,74,billing,Khánh,Hồ,45 Đinh Tiên Hoàng,Khánh Hòa,VN,0932427104,714504,1
148,74,shipping,Khánh,Hồ,78 Lê Lợi,Khánh Hòa,VN,0996371456,626171,1
149,75,billing,Hằng,Đỗ,45 Đinh Tiên Hoàng,Hà Nội,VN,0917942942,825497,1
150,75,shipping,Hằng,Đỗ,45 Đinh Tiên Hoàng,Hà Nội,VN,0996352242,249497,1
151,76,billing,Hằng,Hồ,123 Nguyễn Huệ,Hà Nội,VN,0950610781,643699,1
152,76,shipping,Hằng,Hồ,22 Trần Hưng Đạo,Hà Nội,VN,0932795733,651759,1
153,77,billing,Hải,Đặng,22 Trần Hưng Đạo,TP HCM,VN,0951362729,798284,1
154,77,shipping,Hải,Đặng,45 Đinh Tiên Hoàng,TP HCM,VN,0997563526,745507,1
155,78,billing,Nga,Ngô,78 Lê Lợi,TP HCM,VN,0935490436,823332,1
156,78,shipping,Nga,Ngô,78 Lê Lợi,TP HCM,VN,0984871154,509114,1
157,79,billing,Hoa,Phạm,45 Đinh Tiên Hoàng,Hà Nội,VN,0925822064,350231,1
158,79,shipping,Hoa,Phạm,123 Nguyễn Huệ,Hà Nội,VN,0981570245,771107,1
159,80,billing,Thành,Dương,78 Lê Lợi,TP HCM,VN,0920709684,853199,1
160,80,shipping,Thành,Dương,99 Hai Bà Trưng,TP HCM,VN,0915347989,860147,1
161,81,billing,Long,Bùi,22 Trần Hưng Đạo,Hà Nội,VN,0925708121,766265,1
162,81,shipping,Long,Bùi,22 Trần Hưng Đạo,Hà Nội,VN,0985411001,152968,1
163,82,billing,Trang,Lê,99 Hai Bà Trưng,TP HCM,VN,0984534085,660956,1
164,82,shipping,Trang,Lê,22 Trần Hưng Đạo,TP HCM,VN,0960261726,704749,1
165,83,billing,Việt,Ngô,99 Hai Bà Trưng,TP HCM,VN,0957271280,415869,1
166,83,shipping,Việt,Ngô,123 Nguyễn Huệ,TP HCM,VN,0976161328,913935,1
167,84,billing,Nga,Trần,45 Đinh Tiên Hoàng,Hà Nội,VN,0933859254,303255,1
168,84,shipping,Nga,Trần,78 Lê Lợi,Hà Nội,VN,0996815566,265653,1
169,85,billing,Trang,Dương,78 Lê Lợi,Bình Dương,VN,0926721615,307171,1
170,85,shipping,Trang,Dương,99 Hai Bà Trưng,Bình Dương,VN,0968603128,223078,1
171,86,billing,Trang,Vũ,22 Trần Hưng Đạo,Hà Nội,VN,0952841248,774016,1
172,86,shipping,Trang,Vũ,78 Lê Lợi,Hà Nội,VN,0966122792,442509,1
173,87,billing,Khánh,Trần,123 Nguyễn Huệ,Hải Phòng,VN,0971796215,314086,1
174,87,shipping,Khánh,Trần,99 Hai Bà Trưng,Hải Phòng,VN,0944649654,276957,1
175,88,billing,Phương,Hoàng,22 Trần Hưng Đạo,TP HCM,VN,0930350987,874118,1
176,88,shipping,Phương,Hoàng,123 Nguyễn Huệ,TP HCM,VN,0996552203,760897,1
177,89,billing,Thảo,Dương,22 Trần Hưng Đạo,Hải Phòng,VN,0923678420,698410,1
178,89,shipping,Thảo,Dương,78 Lê Lợi,Hải Phòng,VN,0939513272,376200,1
179,90,billing,Việt,Ngô,99 Hai Bà Trưng,Đồng Nai,VN,0960277123,272326,1
180,90,shipping,Việt,Ngô,123 Nguyễn Huệ,Đồng Nai,VN,0957871310,649202,1
181,91,billing,Thành,Ngô,78 Lê Lợi,TP HCM,VN,0971129791,864866,1
182,91,shipping,Thành,Ngô,123 Nguyễn Huệ,TP HCM,VN,0982437515,459763,1
183,92,billing,Việt,Lê,78 Lê Lợi,TP HCM,VN,0919768579,819481,1
184,92,shipping,Việt,Lê,45 Đinh Tiên Hoàng,TP HCM,VN,0948485039,848683,1
185,93,billing,Hùng,Vũ,78 Lê Lợi,TP HCM,VN,0975487142,647433,1
186,93,shipping,Hùng,Vũ,99 Hai Bà Trưng,TP HCM,VN,0948788170,321363,1
187,94,billing,Long,Phạm,123 Nguyễn Huệ,Đà Nẵng,VN,0912424870,820801,1
188,94,shipping,Long,Phạm,78 Lê Lợi,Đà Nẵng,VN,0912181753,587004,1
189,95,billing,Linh,Ngô,45 Đinh Tiên Hoàng,Hà Nội,VN,0953742018,301467,1
190,95,shipping,Linh,Ngô,78 Lê Lợi,Hà Nội,VN,0935653053,287721,1
191,96,billing,Hoa,Hoàng,78 Lê Lợi,Hà Nội,VN,0951451030,364098,1
192,96,shipping,Hoa,Hoàng,99 Hai Bà Trưng,Hà Nội,VN,0930185789,711941,1
193,97,billing,Quang,Đỗ,78 Lê Lợi,TP HCM,VN,0998687249,592306,1
194,97,shipping,Quang,Đỗ,99 Hai Bà Trưng,TP HCM,VN,0971673443,674261,1
195,98,billing,Khánh,Phan,22 Trần Hưng Đạo,Hà Nội,VN,0995512171,219271,1
196,98,shipping,Khánh,Phan,45 Đinh Tiên Hoàng,Hà Nội,VN,0984982356,897038,1
197,99,billing,Ánh,Hồ,22 Trần Hưng Đạo,Bình Dương,VN,0911043921,158251,1
198,99,shipping,Ánh,Hồ,45 Đinh Tiên Hoàng,Bình Dương,VN,0944203014,244613,1
199,100,billing,Nga,Nguyễn,45 Đinh Tiên Hoàng,Hà Nội,VN,0997759390,274947,1
200,100,shipping,Nga,Nguyễn,78 Lê Lợi,Hà Nội,VN,0961804099,236328,1
201,101,billing,Yến,Đỗ,78 Lê Lợi,TP HCM,VN,0963962461,848481,1
202,101,shipping,Yến,Đỗ,22 Trần Hưng Đạo,TP HCM,VN,0973622537,437947,1
203,102,billing,Việt,Trần,123 Nguyễn Huệ,Quảng Ninh,VN,0963109957,512109,1
204,102,shipping,Việt,Trần,22 Trần Hưng Đạo,Quảng Ninh,VN,0940516109,101826,1
205,103,billing,Long,Phan,45 Đinh Tiên Hoàng,TP HCM,VN,0920235558,619613,1
206,103,shipping,Long,Phan,45 Đinh Tiên Hoàng,TP HCM,VN,0925491216,956537,1
207,104,billing,Trang,Hoàng,123 Nguyễn Huệ,TP HCM,VN,0967098177,271757,1
208,104,shipping,Trang,Hoàng,78 Lê Lợi,TP HCM,VN,0947418126,278433,1
209,105,billing,Hùng,Ngô,123 Nguyễn Huệ,TP HCM,VN,0965707737,871234,1
210,105,shipping,Hùng,Ngô,99 Hai Bà Trưng,TP HCM,VN,0961367854,170300,1
211,106,billing,Thảo,Phan,22 Trần Hưng Đạo,Khánh Hòa,VN,0968180682,142141,1
212,106,shipping,Thảo,Phan,123 Nguyễn Huệ,Khánh Hòa,VN,0911021162,760069,1
213,107,billing,Thành,Dương,78 Lê Lợi,TP HCM,VN,0917646019,834895,1
214,107,shipping,Thành,Dương,99 Hai Bà Trưng,TP HCM,VN,0935197642,908065,1
215,108,billing,Quang,Nguyễn,99 Hai Bà Trưng,TP HCM,VN,0935712857,554088,1
216,108,shipping,Quang,Nguyễn,22 Trần Hưng Đạo,TP HCM,VN,0964594175,504220,1
217,109,billing,Ánh,Phan,22 Trần Hưng Đạo,TP HCM,VN,0927883240,510641,1
218,109,shipping,Ánh,Phan,123 Nguyễn Huệ,TP HCM,VN,0978131606,744047,1
219,110,billing,Thu,Hồ,78 Lê Lợi,TP HCM,VN,0954272640,676065,1
220,110,shipping,Thu,Hồ,99 Hai Bà Trưng,TP HCM,VN,0936713840,757884,1
221,111,billing,Đức,Trần,22 Trần Hưng Đạo,Bình Dương,VN,0925911781,148056,1
222,111,shipping,Đức,Trần,45 Đinh Tiên Hoàng,Bình Dương,VN,0954358860,759462,1
223,112,billing,Minh,Phạm,78 Lê Lợi,Khánh Hòa,VN,0985206475,385047,1
224,112,shipping,Minh,Phạm,78 Lê Lợi,Khánh Hòa,VN,0937961933,623879,1
225,113,billing,Trang,Dương,22 Trần Hưng Đạo,TP HCM,VN,0994494949,696481,1
226,113,shipping,Trang,Dương,22 Trần Hưng Đạo,TP HCM,VN,0941669125,399751,1
227,114,billing,Thảo,Dương,123 Nguyễn Huệ,Hà Nội,VN,0972510858,424636,1
228,114,shipping,Thảo,Dương,123 Nguyễn Huệ,Hà Nội,VN,0943864746,620685,1
229,115,billing,Đức,Đỗ,123 Nguyễn Huệ,Hà Nội,VN,0957074797,723689,1
230,115,shipping,Đức,Đỗ,45 Đinh Tiên Hoàng,Hà Nội,VN,0986347073,217935,1
231,116,billing,Yến,Bùi,45 Đinh Tiên Hoàng,TP HCM,VN,0926133372,359575,1
232,116,shipping,Yến,Bùi,78 Lê Lợi,TP HCM,VN,0977572545,660944,1
233,117,billing,Khánh,Phạm,22 Trần Hưng Đạo,Đà Nẵng,VN,0913676190,936681,1
234,117,shipping,Khánh,Phạm,78 Lê Lợi,Đà Nẵng,VN,0937640813,248488,1
235,118,billing,Bình,Ngô,123 Nguyễn Huệ,Hải Phòng,VN,0982720640,119604,1
236,118,shipping,Bình,Ngô,78 Lê Lợi,Hải Phòng,VN,0966474098,642621,1
237,119,billing,Long,Phan,99 Hai Bà Trưng,Quảng Ninh,VN,0992644623,165242,1
238,119,shipping,Long,Phan,123 Nguyễn Huệ,Quảng Ninh,VN,0987789821,626062,1
239,120,billing,Ngọc,Trần,99 Hai Bà Trưng,TP HCM,VN,0994243079,966310,1
240,120,shipping,Ngọc,Trần,22 Trần Hưng Đạo,TP HCM,VN,0953710223,552307,1
241,121,billing,Ngọc,Hoàng,22 Trần Hưng Đạo,Đà Nẵng,VN,0936401173,305724,1
242,121,shipping,Ngọc,Hoàng,78 Lê Lợi,Đà Nẵng,VN,0997238739,488966,1
243,122,billing,Thu,Hoàng,99 Hai Bà Trưng,Hà Nội,VN,0977266179,813675,1
244,122,shipping,Thu,Hoàng,78 Lê Lợi,Hà Nội,VN,0915723839,881494,1
245,123,billing,Anh,Hồ,22 Trần Hưng Đạo,TP HCM,VN,0924449010,912881,1
246,123,shipping,Anh,Hồ,22 Trần Hưng Đạo,TP HCM,VN,0954007032,835109,1
247,124,billing,Đức,Trần,45 Đinh Tiên Hoàng,TP HCM,VN,0949663767,568172,1
248,124,shipping,Đức,Trần,22 Trần Hưng Đạo,TP HCM,VN,0990190366,344624,1
249,125,billing,Thành,Lê,99 Hai Bà Trưng,TP HCM,VN,0991635555,445771,1
250,125,shipping,Thành,Lê,123 Nguyễn Huệ,TP HCM,VN,0930262228,107568,1
251,126,billing,Thảo,Trần,123 Nguyễn Huệ,Đà Nẵng,VN,0953389876,293998,1
252,126,shipping,Thảo,Trần,99 Hai Bà Trưng,Đà Nẵng,VN,0955691499,517373,1
253,127,billing,Thu,Ngô,78 Lê Lợi,Hải Phòng,VN,0931046247,510496,1
254,127,shipping,Thu,Ngô,45 Đinh Tiên Hoàng,Hải Phòng,VN,0949647959,926454,1
255,128,billing,Trang,Ngô,78 Lê Lợi,Hải Phòng,VN,0983304400,555835,1
256,128,shipping,Trang,Ngô,123 Nguyễn Huệ,Hải Phòng,VN,0935214911,392288,1
257,129,billing,Yến,Dương,22 Trần Hưng Đạo,TP HCM,VN,0961084321,178115,1
258,129,shipping,Yến,Dương,78 Lê Lợi,TP HCM,VN,0949454217,107067,1
259,130,billing,Anh,Phan,123 Nguyễn Huệ,TP HCM,VN,0924468235,296258,1
260,130,shipping,Anh,Phan,99 Hai Bà Trưng,TP HCM,VN,0978876064,102670,1
261,131,billing,Tuấn,Bùi,123 Nguyễn Huệ,Hà Nội,VN,0949007320,351237,1
262,131,shipping,Tuấn,Bùi,78 Lê Lợi,Hà Nội,VN,0926320509,660478,1
263,132,billing,Thảo,Hồ,45 Đinh Tiên Hoàng,TP HCM,VN,0947912032,475450,1
264,132,shipping,Thảo,Hồ,45 Đinh Tiên Hoàng,TP HCM,VN,0984192761,643738,1
265,133,billing,Hà,Nguyễn,123 Nguyễn Huệ,Hà Nội,VN,0964185845,585239,1
266,133,shipping,Hà,Nguyễn,22 Trần Hưng Đạo,Hà Nội,VN,0930511674,265682,1
267,134,billing,Thành,Hồ,78 Lê Lợi,TP HCM,VN,0937072009,344340,1
268,134,shipping,Thành,Hồ,99 Hai Bà Trưng,TP HCM,VN,0911645000,515182,1
269,135,billing,Bình,Vũ,99 Hai Bà Trưng,Hà Nội,VN,0952376383,869177,1
270,135,shipping,Bình,Vũ,78 Lê Lợi,Hà Nội,VN,0994931649,265985,1
271,136,billing,Bình,Phạm,45 Đinh Tiên Hoàng,Hà Nội,VN,0940096854,198647,1
272,136,shipping,Bình,Phạm,123 Nguyễn Huệ,Hà Nội,VN,0921538428,282476,1
273,137,billing,Khánh,Đỗ,78 Lê Lợi,Hà Nội,VN,0918522665,231487,1
274,137,shipping,Khánh,Đỗ,99 Hai Bà Trưng,Hà Nội,VN,0939480198,330777,1
275,138,billing,Linh,Đặng,22 Trần Hưng Đạo,TP HCM,VN,0912340664,837789,1
276,138,shipping,Linh,Đặng,22 Trần Hưng Đạo,TP HCM,VN,0992568634,946951,1
277,139,billing,Trang,Hoàng,123 Nguyễn Huệ,Đà Nẵng,VN,0914608786,319791,1
278,139,shipping,Trang,Hoàng,123 Nguyễn Huệ,Đà Nẵng,VN,0931116012,288166,1
279,140,billing,Hà,Hoàng,78 Lê Lợi,Hà Nội,VN,0994692541,273642,1
